"","Year","Award","Nominee","Winner"
"8885","1941","Music (Scoring)","This Woman Is Mine","NO"
"8886","1941","Music (Scoring)","All-American Co-Ed","NO"
"8887","1941","Music (Scoring)","Birth of the Blues","NO"
"8888","1941","Music (Scoring)","Buck Privates","NO"
"8889","1941","Music (Scoring)","The Chocolate Soldier","NO"
"8890","1941","Music (Scoring)","Dumbo","YES"
"8891","1941","Music (Scoring)","Ice-Capades","NO"
"8892","1941","Music (Scoring)","The Strawberry Blonde","NO"
"8893","1941","Music (Scoring)","Sun Valley Serenade","NO"
"8894","1941","Music (Scoring)","Sunny","NO"
"8895","1941","Music (Scoring)","You'll Never Get Rich","NO"
"8896","1941","Music (Song)","Dumbo","NO"
"8897","1941","Music (Song)","Ridin' on a Rainbow","NO"
"8898","1941","Music (Song)","Blues in the Night","NO"
"8899","1941","Music (Song)","Buck Privates","NO"
"8900","1941","Music (Song)","Sun Valley Serenade","NO"
"8901","1941","Music (Song)","Las Vegas Nights","NO"
"8902","1941","Music (Song)","Lady Be Good","YES"
"8903","1941","Music (Song)","All-American Co-Ed","NO"
"8904","1941","Music (Song)","You'll Never Get Rich","NO"
"8905","1941","BEST PICTURE","Blossoms in the Dust","NO"
"8906","1941","BEST PICTURE","Citizen Kane","NO"
"8907","1941","BEST PICTURE","Here Comes Mr. Jordan","NO"
"8908","1941","BEST PICTURE","Hold Back the Dawn","NO"
"8909","1941","BEST PICTURE","How Green Was My Valley","YES"
"8910","1941","BEST PICTURE","The Little Foxes","NO"
"8911","1941","BEST PICTURE","The Maltese Falcon","NO"
"8912","1941","BEST PICTURE","One Foot in Heaven","NO"
"8913","1941","BEST PICTURE","Sergeant York","NO"
"8914","1941","BEST PICTURE","Suspicion","NO"
"8937","1941","SOUND MIXING","Appointment for Love","NO"
"8938","1941","SOUND MIXING","Ball of Fire","NO"
"8939","1941","SOUND MIXING","The Chocolate Soldier","NO"
"8940","1941","SOUND MIXING","Citizen Kane","NO"
"8941","1941","SOUND MIXING","The Devil Pays Off","NO"
"8942","1941","SOUND MIXING","How Green Was My Valley","NO"
"8943","1941","SOUND MIXING","The Men in Her Life","NO"
"8944","1941","SOUND MIXING","Sergeant York","NO"
"8945","1941","SOUND MIXING","Skylark","NO"
"8946","1941","SOUND MIXING","That Hamilton Woman","YES"
"8947","1941","SOUND MIXING","Topper Returns","NO"
"8948","1941","Writing","Citizen Kane","YES"
"8949","1941","Writing","The Devil and Miss Jones","NO"
"8950","1941","Writing","Sergeant York","NO"
"8951","1941","Writing","Tall, Dark and Handsome","NO"
"8952","1941","Writing","Tom, Dick and Harry","NO"
"8953","1941","Writing","Ball of Fire","NO"
"8954","1941","Writing","Here Comes Mr. Jordan","YES"
"8955","1941","Writing","The Lady Eve","NO"
"8956","1941","Writing","Meet John Doe","NO"
"8957","1941","Writing","Night Train","NO"
"8958","1941","Writing","Here Comes Mr. Jordan","YES"
"8959","1941","Writing","Hold Back the Dawn","NO"
"8960","1941","Writing","How Green Was My Valley","NO"
"8961","1941","Writing","The Little Foxes","NO"
"8962","1941","Writing","The Maltese Falcon","NO"
"8984","1940","ACTOR IN A LEADING ROLE","The Great Dictator ","NO"
"8985","1940","ACTOR IN A LEADING ROLE","The Grapes of Wrath ","NO"
"8986","1940","ACTOR IN A LEADING ROLE","Abe Lincoln in Illinois ","NO"
"8987","1940","ACTOR IN A LEADING ROLE","Rebecca ","NO"
"8988","1940","ACTOR IN A LEADING ROLE","The Philadelphia Story ","YES"
"8989","1940","ACTOR IN A SUPPORTING ROLE","Foreign Correspondent ","NO"
"8990","1940","ACTOR IN A SUPPORTING ROLE","The Westerner ","YES"
"8991","1940","ACTOR IN A SUPPORTING ROLE","They Knew What They Wanted ","NO"
"8992","1940","ACTOR IN A SUPPORTING ROLE","The Great Dictator ","NO"
"8993","1940","ACTOR IN A SUPPORTING ROLE","The Letter ","NO"
"8994","1940","ACTRESS IN A LEADING ROLE","The Letter ","NO"
"8995","1940","ACTRESS IN A LEADING ROLE","Rebecca ","NO"
"8996","1940","ACTRESS IN A LEADING ROLE","The Philadelphia Story ","NO"
"8997","1940","ACTRESS IN A LEADING ROLE","Kitty Foyle ","YES"
"8998","1940","ACTRESS IN A LEADING ROLE","Our Town ","NO"
"8999","1940","ACTRESS IN A SUPPORTING ROLE","Rebecca ","NO"
"9000","1940","ACTRESS IN A SUPPORTING ROLE","The Grapes of Wrath ","YES"
"9001","1940","ACTRESS IN A SUPPORTING ROLE","The Philadelphia Story ","NO"
"9002","1940","ACTRESS IN A SUPPORTING ROLE","All This, and Heaven Too ","NO"
"9003","1940","ACTRESS IN A SUPPORTING ROLE","Primrose Path ","NO"
"9004","1940","ART DIRECTION","Arise, My Love","NO"
"9005","1940","ART DIRECTION","Arizona","NO"
"9006","1940","ART DIRECTION","The Boys from Syracuse","NO"
"9007","1940","ART DIRECTION","The Dark Command","NO"
"9008","1940","ART DIRECTION","Foreign Correspondent","NO"
"9009","1940","ART DIRECTION","Lillian Russell","NO"
"9010","1940","ART DIRECTION","My Favorite Wife","NO"
"9011","1940","ART DIRECTION","My Son, My Son!","NO"
"9012","1940","ART DIRECTION","Our Town","NO"
"9013","1940","ART DIRECTION","Pride and Prejudice","YES"
"9014","1940","ART DIRECTION","Rebecca","NO"
"9015","1940","ART DIRECTION","The Sea Hawk","NO"
"9016","1940","ART DIRECTION","The Westerner","NO"
"9017","1940","ART DIRECTION","Bitter Sweet","NO"
"9018","1940","ART DIRECTION","Down Argentine Way","NO"
"9019","1940","ART DIRECTION","North West Mounted Police","NO"
"9020","1940","ART DIRECTION","The Thief of Bagdad","YES"
"9021","1940","CINEMATOGRAPHY","Abe Lincoln in Illinois","NO"
"9022","1940","CINEMATOGRAPHY","All This, and Heaven Too","NO"
"9023","1940","CINEMATOGRAPHY","Arise, My Love","NO"
"9024","1940","CINEMATOGRAPHY","Boom Town","NO"
"9025","1940","CINEMATOGRAPHY","Foreign Correspondent","NO"
"9026","1940","CINEMATOGRAPHY","The Letter","NO"
"9027","1940","CINEMATOGRAPHY","The Long Voyage Home","NO"
"9028","1940","CINEMATOGRAPHY","Rebecca","YES"
"9029","1940","CINEMATOGRAPHY","Spring Parade","NO"
"9030","1940","CINEMATOGRAPHY","Waterloo Bridge","NO"
"9031","1940","CINEMATOGRAPHY","Bitter Sweet","NO"
"9032","1940","CINEMATOGRAPHY","The Blue Bird","NO"
"9033","1940","CINEMATOGRAPHY","Down Argentine Way","NO"
"9034","1940","CINEMATOGRAPHY","North West Mounted Police","NO"
"9035","1940","CINEMATOGRAPHY","Northwest Passage","NO"
"9036","1940","CINEMATOGRAPHY","The Thief of Bagdad","YES"
"9037","1940","DIRECTING","The Grapes of Wrath","YES"
"9038","1940","DIRECTING","Kitty Foyle","NO"
"9039","1940","DIRECTING","The Letter","NO"
"9040","1940","DIRECTING","The Philadelphia Story","NO"
"9041","1940","DIRECTING","Rebecca","NO"
"9042","1940","FILM EDITING","The Grapes of Wrath","NO"
"9043","1940","FILM EDITING","The Letter","NO"
"9044","1940","FILM EDITING","The Long Voyage Home","NO"
"9045","1940","FILM EDITING","North West Mounted Police","YES"
"9046","1940","FILM EDITING","Rebecca","NO"
"9047","1940","Music (Scoring)","Arizona","NO"
"9048","1940","Music (Scoring)","The Dark Command","NO"
"9049","1940","Music (Scoring)","The Fight for Life","NO"
"9050","1940","Music (Scoring)","The Great Dictator","NO"
"9051","1940","Music (Scoring)","The House of the Seven Gables","NO"
"9052","1940","Music (Scoring)","The Howards of Virginia","NO"
"9053","1940","Music (Scoring)","The Letter","NO"
"9054","1940","Music (Scoring)","The Long Voyage Home","NO"
"9055","1940","Music (Scoring)","The Mark of Zorro","NO"
"9056","1940","Music (Scoring)","My Favorite Wife","NO"
"9057","1940","Music (Scoring)","North West Mounted Police","NO"
"9058","1940","Music (Scoring)","One Million B.C.","NO"
"9059","1940","Music (Scoring)","Our Town","NO"
"9060","1940","Music (Scoring)","Pinocchio","YES"
"9061","1940","Music (Scoring)","Rebecca","NO"
"9062","1940","Music (Scoring)","The Thief of Bagdad","NO"
"9063","1940","Music (Scoring)","Waterloo Bridge","NO"
"9064","1940","Music (Scoring)","Arise, My Love","NO"
"9065","1940","Music (Scoring)","Hit Parade of 1941","NO"
"9066","1940","Music (Scoring)","Irene","NO"
"9067","1940","Music (Scoring)","Our Town","NO"
"9068","1940","Music (Scoring)","The Sea Hawk","NO"
"9069","1940","Music (Scoring)","Second Chorus","NO"
"9070","1940","Music (Scoring)","Spring Parade","NO"
"9071","1940","Music (Scoring)","Strike Up the Band","NO"
"9072","1940","Music (Scoring)","Tin Pan Alley","YES"
"9073","1940","Music (Song)","Down Argentine Way","NO"
"9074","1940","Music (Song)","You'll Find Out","NO"
"9075","1940","Music (Song)","Music in My Heart","NO"
"9076","1940","Music (Song)","Second Chorus","NO"
"9077","1940","Music (Song)","Rhythm on the River","NO"
"9078","1940","Music (Song)","Strike Up the Band","NO"
"9079","1940","Music (Song)","Spring Parade","NO"
"9080","1940","Music (Song)","Pinocchio","YES"
"9081","1940","Music (Song)","Hit Parade of 1941","NO"
"9082","1940","BEST PICTURE","All This, and Heaven Too","NO"
"9083","1940","BEST PICTURE","Foreign Correspondent","NO"
"9084","1940","BEST PICTURE","The Grapes of Wrath","NO"
"9085","1940","BEST PICTURE","The Great Dictator","NO"
"9086","1940","BEST PICTURE","Kitty Foyle","NO"
"9087","1940","BEST PICTURE","The Letter","NO"
"9088","1940","BEST PICTURE","The Long Voyage Home","NO"
"9089","1940","BEST PICTURE","Our Town","NO"
"9090","1940","BEST PICTURE","The Philadelphia Story","NO"
"9091","1940","BEST PICTURE","Rebecca","YES"
"9102","1940","SOUND MIXING","Behind the News","NO"
"9103","1940","SOUND MIXING","Captain Caution","NO"
"9104","1940","SOUND MIXING","The Grapes of Wrath","NO"
"9105","1940","SOUND MIXING","The Howards of Virginia","NO"
"9106","1940","SOUND MIXING","Kitty Foyle","NO"
"9107","1940","SOUND MIXING","North West Mounted Police","NO"
"9108","1940","SOUND MIXING","Our Town","NO"
"9109","1940","SOUND MIXING","The Sea Hawk","NO"
"9110","1940","SOUND MIXING","Spring Parade","NO"
"9111","1940","SOUND MIXING","Strike Up the Band","YES"
"9112","1940","SOUND MIXING","Too Many Husbands","NO"
"9113","1940","Writing","Angels over Broadway","NO"
"9114","1940","Writing","Dr. Ehrlich's Magic Bullet","NO"
"9115","1940","Writing","Foreign Correspondent","NO"
"9116","1940","Writing","The Great Dictator","NO"
"9117","1940","Writing","The Great McGinty","YES"
"9118","1940","Writing","Arise, My Love","YES"
"9119","1940","Writing","Comrade X","NO"
"9120","1940","Writing","Edison, the Man","NO"
"9121","1940","Writing","My Favorite Wife","NO"
"9122","1940","Writing","The Westerner","NO"
"9123","1940","Writing","The Grapes of Wrath","NO"
"9124","1940","Writing","Kitty Foyle","NO"
"9125","1940","Writing","The Long Voyage Home","NO"
"9126","1940","Writing","The Philadelphia Story","YES"
"9127","1940","Writing","Rebecca","NO"
"9146","1939","ACTOR IN A LEADING ROLE","Goodbye, Mr. Chips ","YES"
"9147","1939","ACTOR IN A LEADING ROLE","Gone with the Wind ","NO"
"9148","1939","ACTOR IN A LEADING ROLE","Wuthering Heights ","NO"
"9149","1939","ACTOR IN A LEADING ROLE","Babes in Arms ","NO"
"9150","1939","ACTOR IN A LEADING ROLE","Mr. Smith Goes to Washington ","NO"
"9151","1939","ACTOR IN A SUPPORTING ROLE","Juarez ","NO"
"9152","1939","ACTOR IN A SUPPORTING ROLE","Mr. Smith Goes to Washington ","NO"
"9153","1939","ACTOR IN A SUPPORTING ROLE","Beau Geste ","NO"
"9154","1939","ACTOR IN A SUPPORTING ROLE","Stagecoach ","YES"
"9155","1939","ACTOR IN A SUPPORTING ROLE","Mr. Smith Goes to Washington ","NO"
"9156","1939","ACTRESS IN A LEADING ROLE","Dark Victory ","NO"
"9157","1939","ACTRESS IN A LEADING ROLE","Love Affair ","NO"
"9158","1939","ACTRESS IN A LEADING ROLE","Ninotchka ","NO"
"9159","1939","ACTRESS IN A LEADING ROLE","Goodbye, Mr. Chips ","NO"
"9160","1939","ACTRESS IN A LEADING ROLE","Gone with the Wind ","YES"
"9161","1939","ACTRESS IN A SUPPORTING ROLE","Gone with the Wind ","NO"
"9162","1939","ACTRESS IN A SUPPORTING ROLE","Wuthering Heights ","NO"
"9163","1939","ACTRESS IN A SUPPORTING ROLE","Gone with the Wind ","YES"
"9164","1939","ACTRESS IN A SUPPORTING ROLE","Drums along the Mohawk ","NO"
"9165","1939","ACTRESS IN A SUPPORTING ROLE","Love Affair ","NO"
"9167","1939","ART DIRECTION","Beau Geste","NO"
"9168","1939","ART DIRECTION","Captain Fury","NO"
"9169","1939","ART DIRECTION","First Love","NO"
"9170","1939","ART DIRECTION","Gone with the Wind","YES"
"9171","1939","ART DIRECTION","Love Affair","NO"
"9172","1939","ART DIRECTION","Man of Conquest","NO"
"9173","1939","ART DIRECTION","Mr. Smith Goes to Washington","NO"
"9174","1939","ART DIRECTION","The Private Lives of Elizabeth and Essex","NO"
"9175","1939","ART DIRECTION","The Rains Came","NO"
"9176","1939","ART DIRECTION","Stagecoach","NO"
"9177","1939","ART DIRECTION","The Wizard of Oz","NO"
"9178","1939","ART DIRECTION","Wuthering Heights","NO"
"9179","1939","CINEMATOGRAPHY","First Love","NO"
"9180","1939","CINEMATOGRAPHY","The Great Victor Herbert","NO"
"9181","1939","CINEMATOGRAPHY","Gunga Din","NO"
"9182","1939","CINEMATOGRAPHY","Intermezzo","NO"
"9183","1939","CINEMATOGRAPHY","Juarez","NO"
"9184","1939","CINEMATOGRAPHY","Lady of the Tropics","NO"
"9185","1939","CINEMATOGRAPHY","Of Mice and Men","NO"
"9186","1939","CINEMATOGRAPHY","Only Angels Have Wings","NO"
"9187","1939","CINEMATOGRAPHY","The Rains Came","NO"
"9188","1939","CINEMATOGRAPHY","Stagecoach","NO"
"9189","1939","CINEMATOGRAPHY","Wuthering Heights","YES"
"9190","1939","CINEMATOGRAPHY","Drums along the Mohawk","NO"
"9191","1939","CINEMATOGRAPHY","Four Feathers","NO"
"9192","1939","CINEMATOGRAPHY","Gone with the Wind","YES"
"9193","1939","CINEMATOGRAPHY","The Mikado","NO"
"9194","1939","CINEMATOGRAPHY","The Private Lives of Elizabeth and Essex","NO"
"9195","1939","CINEMATOGRAPHY","The Wizard of Oz","NO"
"9196","1939","DIRECTING","Gone with the Wind","YES"
"9197","1939","DIRECTING","Goodbye, Mr. Chips","NO"
"9198","1939","DIRECTING","Mr. Smith Goes to Washington","NO"
"9199","1939","DIRECTING","Stagecoach","NO"
"9200","1939","DIRECTING","Wuthering Heights","NO"
"9201","1939","FILM EDITING","Gone with the Wind","YES"
"9202","1939","FILM EDITING","Goodbye, Mr. Chips","NO"
"9203","1939","FILM EDITING","Mr. Smith Goes to Washington","NO"
"9204","1939","FILM EDITING","The Rains Came","NO"
"9205","1939","FILM EDITING","Stagecoach","NO"
"9206","1939","Music (Scoring)","Dark Victory","NO"
"9207","1939","Music (Scoring)","Eternally Yours","NO"
"9208","1939","Music (Scoring)","Golden Boy","NO"
"9209","1939","Music (Scoring)","Gone with the Wind","NO"
"9210","1939","Music (Scoring)","Gulliver's Travels","NO"
"9211","1939","Music (Scoring)","The Man in the Iron Mask","NO"
"9212","1939","Music (Scoring)","Man of Conquest","NO"
"9213","1939","Music (Scoring)","Nurse Edith Cavell","NO"
"9214","1939","Music (Scoring)","Of Mice and Men","NO"
"9215","1939","Music (Scoring)","The Rains Came","NO"
"9216","1939","Music (Scoring)","The Wizard of Oz","YES"
"9217","1939","Music (Scoring)","Wuthering Heights","NO"
"9218","1939","Music (Scoring)","Babes in Arms","NO"
"9219","1939","Music (Scoring)","First Love","NO"
"9220","1939","Music (Scoring)","The Great Victor Herbert","NO"
"9221","1939","Music (Scoring)","The Hunchback of Notre Dame","NO"
"9222","1939","Music (Scoring)","Intermezzo","NO"
"9223","1939","Music (Scoring)","Mr. Smith Goes to Washington","NO"
"9224","1939","Music (Scoring)","Of Mice and Men","NO"
"9225","1939","Music (Scoring)","The Private Lives of Elizabeth and Essex","NO"
"9226","1939","Music (Scoring)","She Married a Cop","NO"
"9227","1939","Music (Scoring)","Stagecoach","YES"
"9228","1939","Music (Scoring)","Swanee River","NO"
"9229","1939","Music (Scoring)","They Shall Have Music","NO"
"9230","1939","Music (Scoring)","Way Down South","NO"
"9231","1939","Music (Song)","Gulliver's Travels","NO"
"9232","1939","Music (Song)","Second Fiddle","NO"
"9233","1939","Music (Song)","The Wizard of Oz","YES"
"9234","1939","Music (Song)","Love Affair","NO"
"9235","1939","BEST PICTURE","Dark Victory","NO"
"9236","1939","BEST PICTURE","Gone with the Wind","YES"
"9237","1939","BEST PICTURE","Goodbye, Mr. Chips","NO"
"9238","1939","BEST PICTURE","Love Affair","NO"
"9239","1939","BEST PICTURE","Mr. Smith Goes to Washington","NO"
"9240","1939","BEST PICTURE","Ninotchka","NO"
"9241","1939","BEST PICTURE","Of Mice and Men","NO"
"9242","1939","BEST PICTURE","Stagecoach","NO"
"9243","1939","BEST PICTURE","The Wizard of Oz","NO"
"9244","1939","BEST PICTURE","Wuthering Heights","NO"
"9256","1939","SOUND MIXING","Balalaika","NO"
"9257","1939","SOUND MIXING","Gone with the Wind","NO"
"9258","1939","SOUND MIXING","Goodbye, Mr. Chips","NO"
"9259","1939","SOUND MIXING","The Great Victor Herbert","NO"
"9260","1939","SOUND MIXING","The Hunchback of Notre Dame","NO"
"9261","1939","SOUND MIXING","Man of Conquest","NO"
"9262","1939","SOUND MIXING","Mr. Smith Goes to Washington","NO"
"9263","1939","SOUND MIXING","Of Mice and Men","NO"
"9264","1939","SOUND MIXING","The Private Lives of Elizabeth and Essex","NO"
"9265","1939","SOUND MIXING","The Rains Came","NO"
"9266","1939","SOUND MIXING","When Tomorrow Comes","YES"
"9267","1939","Writing","Bachelor Mother","NO"
"9268","1939","Writing","Love Affair","NO"
"9269","1939","Writing","Mr. Smith Goes to Washington","YES"
"9270","1939","Writing","Ninotchka","NO"
"9271","1939","Writing","Young Mr. Lincoln","NO"
"9272","1939","Writing","Gone with the Wind","YES"
"9273","1939","Writing","Goodbye, Mr. Chips","NO"
"9274","1939","Writing","Mr. Smith Goes to Washington","NO"
"9275","1939","Writing","Ninotchka","NO"
"9276","1939","Writing","Wuthering Heights","NO"
"9299","1938","ACTOR IN A LEADING ROLE","Algiers ","NO"
"9300","1938","ACTOR IN A LEADING ROLE","Angels with Dirty Faces ","NO"
"9301","1938","ACTOR IN A LEADING ROLE","The Citadel ","NO"
"9302","1938","ACTOR IN A LEADING ROLE","Pygmalion ","NO"
"9303","1938","ACTOR IN A LEADING ROLE","Boys Town ","YES"
"9304","1938","ACTOR IN A SUPPORTING ROLE","Kentucky ","YES"
"9305","1938","ACTOR IN A SUPPORTING ROLE","Four Daughters ","NO"
"9306","1938","ACTOR IN A SUPPORTING ROLE","Algiers ","NO"
"9307","1938","ACTOR IN A SUPPORTING ROLE","Marie Antoinette ","NO"
"9308","1938","ACTOR IN A SUPPORTING ROLE","If I Were King ","NO"
"9309","1938","ACTRESS IN A LEADING ROLE","White Banners ","NO"
"9310","1938","ACTRESS IN A LEADING ROLE","Jezebel ","YES"
"9311","1938","ACTRESS IN A LEADING ROLE","Pygmalion ","NO"
"9312","1938","ACTRESS IN A LEADING ROLE","Marie Antoinette ","NO"
"9313","1938","ACTRESS IN A LEADING ROLE","Three Comrades ","NO"
"9314","1938","ACTRESS IN A SUPPORTING ROLE","Jezebel ","YES"
"9315","1938","ACTRESS IN A SUPPORTING ROLE","Of Human Hearts ","NO"
"9316","1938","ACTRESS IN A SUPPORTING ROLE","Merrily We Live ","NO"
"9317","1938","ACTRESS IN A SUPPORTING ROLE","You Can't Take It with You ","NO"
"9318","1938","ACTRESS IN A SUPPORTING ROLE","The Great Waltz ","NO"
"9321","1938","ART DIRECTION","The Adventures of Robin Hood","YES"
"9322","1938","ART DIRECTION","The Adventures of Tom Sawyer","NO"
"9323","1938","ART DIRECTION","Alexander's Ragtime Band","NO"
"9324","1938","ART DIRECTION","Algiers","NO"
"9325","1938","ART DIRECTION","Carefree","NO"
"9326","1938","ART DIRECTION","The Goldwyn Follies","NO"
"9327","1938","ART DIRECTION","Holiday","NO"
"9328","1938","ART DIRECTION","If I Were King","NO"
"9329","1938","ART DIRECTION","Mad about Music","NO"
"9330","1938","ART DIRECTION","Marie Antoinette","NO"
"9331","1938","ART DIRECTION","Merrily We Live","NO"
"9332","1938","CINEMATOGRAPHY","Algiers","NO"
"9333","1938","CINEMATOGRAPHY","Army Girl","NO"
"9334","1938","CINEMATOGRAPHY","The Buccaneer","NO"
